Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
UPSRTC - AWD0059,Janrath AC Seater 2+2,20:00,02:43,06h 43m,760.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
UPSRTC - TAJ0008,Janrath AC Seater 2+2,20:30,02:00,05h 30m,760.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
UPSRTC - AWD0206,Pink Express AC Seater 2+2,21:45,04:00,06h 15m,760.0,35 Seats available,2.2,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
UPSRTC - BDV0465,Ordinary Non AC Seater 2+3,23:00,06:31,07h 31m,527.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
UPSRTC - AWD0056,Janrath AC Seater 2+2,23:15,05:27,06h 12m,760.0,24 Seats available,4.1,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
UPSRTC - TAJ0010,Pink Express AC Seater 2+2,23:45,05:31,05h 46m,760.0,38 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,03:45,04h 45m,1153.0,18 Seats available,4.8,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,03:35,04h 50m,960.0,27 Seats available,4.8,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:45,02:45,05h 00m,955.0,24 Seats available,4.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,04:30,05h 00m,1087.0,24 Seats available,4.4,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:45,04:00,04h 15m,1099.0,16 Seats available,3.5,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
UPSRTC - GLA0138,Janrath AC Seater 2+2,15:05,23:30,08h 25m,698.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - AWD0090,Janrath AC Seater 2+2,17:00,23:59,06h 59m,690.0,36 Seats available,2.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - VND0057,Ordinary Non AC Seater 2+3,17:00,01:00,08h 00m,475.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - KSH0015,Ordinary Non AC Seater 2+3,17:30,01:37,08h 07m,475.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - SLP0050,Ordinary Non AC Seater 2+3,18:00,01:45,07h 45m,475.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - KSH0001,Janrath AC Seater 2+2,18:00,02:15,08h 15m,690.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - KSH0023,Ordinary Non AC Seater 2+3,18:30,02:47,08h 17m,475.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - AWD0091,Janrath AC Seater 2+2,19:00,02:00,07h 00m,690.0,36 Seats available,2.0,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - AWD0093,Janrath AC Seater 2+2,20:30,03:30,07h 00m,690.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - AWD0092,Janrath AC Seater 2+2,21:30,04:30,07h 00m,690.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - CHL0016,Ordinary Non AC Seater 2+3,22:30,05:00,06h 30m,475.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - AWD0095,Pink Express AC Seater 2+2,23:00,06:00,07h 00m,690.0,39 Seats available,3.1,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - HDD0002,Janrath AC Seater 2+2,23:30,06:30,07h 00m,690.0,36 Seats available,3.4,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - TAJ0042,Janrath AC Seater 2+2,23:54,06:10,06h 16m,690.0,36 Seats available,3.6,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,05:30,07h 00m,550.0,15 Seats available,4.7,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06:00,07h 30m,599.0,12 Seats available,3.9,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),20:00,01:45,05h 45m,1430.0,10 Seats available,4.7,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,23:45,06h 45m,1099.0,16 Seats available,3.8,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Sethi Yatra Company,A/C Seater / Sleeper (2+1),16:05,23:50,07h 45m,648.0,20 Seats available,3.0,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - HDD0085,Ordinary Non AC Seater 2+3,16:06,02:41,10h 35m,580.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - SJP0284,Ordinary Non AC Seater 2+3,16:20,23:40,07h 20m,584.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - HDD0090,Ordinary Non AC Seater 2+3,17:04,05:56,12h 52m,580.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - SJP0290,Ordinary Non AC Seater 2+3,18:00,01:20,07h 20m,584.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - HDD0082,Ordinary Non AC Seater 2+3,18:02,02:22,08h 20m,564.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - HDD0092,Ordinary Non AC Seater 2+3,18:20,01:58,07h 38m,535.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - HDD0006,Janrath AC Seater 2+2,18:30,03:40,09h 10m,789.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - HDD0095,Ordinary Non AC Seater 2+3,19:02,04:55,09h 53m,580.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - HDD0069,Ordinary Non AC Seater 2+3,19:29,04:12,08h 43m,580.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - SJP0202,Ordinary Non AC Seater 2+3,19:40,03:01,07h 21m,584.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - HDD0031,Ordinary Non AC Seater 2+3,19:45,05:00,09h 15m,580.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - SJP0206,Ordinary Non AC Seater 2+3,19:47,03:07,07h 20m,584.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - AWD0240,Janrath AC Seater 2+3,20:02,03:50,07h 48m,661.0,48 Seats available,1.5,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - LKM0400,Shatabdi AC Seater 2+2,20:02,03:30,07h 28m,791.0,37 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - SJP0213,Ordinary Non AC Seater 2+3,20:42,04:02,07h 20m,584.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - KSB0039,Janrath AC Seater 2+2,20:45,03:10,06h 25m,768.0,36 Seats available,1.6,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - SJP0215,Ordinary Non AC Seater 2+3,20:57,04:17,07h 20m,584.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - SJP0210,Ordinary Non AC Seater 2+3,21:12,04:32,07h 20m,584.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - GLA0142,Janrath AC Seater 2+2,21:19,04:05,06h 46m,791.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - SJP0220,Ordinary Non AC Seater 2+3,21:22,04:42,07h 20m,584.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),22:15,05:15,07h 00m,799.0,33 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - GNA0055,Ordinary Non AC Seater 2+3,15:00,19:00,04h 00m,345.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
UPSRTC - KSB0016,Janrath AC Seater 2+2,16:00,21:00,05h 00m,534.0,32 Seats available,1.7,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
UPSRTC - BRT0002,Ordinary Non AC Seater 2+3,19:00,00:30,05h 30m,394.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),14:00,18:45,04h 45m,600.0,1 Seat available,3.7,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
FlixBus,A/C Seater (2+2),14:20,18:40,04h 20m,524.0,1 Seat available,4.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),15:00,19:45,04h 45m,599.0,2 Seats available,3.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),15:25,18:30,03h 05m,1099.0,3 Seats available,3.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
FlixBus,A/C Seater (2+2),15:35,20:10,04h 35m,845.0,1 Seat available,3.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),16:00,20:40,04h 40m,700.0,3 Seats available,3.9,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Falcon Tour And Travels,Volvo AC Seater (2+2),16:40,01:00,08h 20m,699.0,39 Seats available,3.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),17:00,21:35,04h 35m,309.0,8 Seats available,4.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
FlixBus,A/C Seater (2+2),17:00,22:15,05h 15m,424.0,3 Seats available,3.9,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),17:30,22:10,04h 40m,284.0,16 Seats available,3.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),18:00,22:45,04h 45m,401.0,15 Seats available,4.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Gola Bus Service,VE A/C Seater / Sleeper (2+1),18:00,20:30,02h 30m,499.0,9 Seats available,3.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),19:00,23:45,04h 45m,284.0,19 Seats available,3.9,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),21:00,01:45,04h 45m,291.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),22:00,02:45,04h 45m,284.0,36 Seats available,4.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
UPSRTC - BUI0026,Janrath AC Seater 2+2,18:30,03:40,09h 10m,895.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - BUI0013,Ordinary Non AC Seater 2+3,22:45,06:30,07h 45m,575.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - GLA0144,Janrath AC Seater 2+2,22:55,06:20,07h 25m,895.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
KANAHAIYA TOUR & TRAVELS,A/C Seater (2+3),23:00,06:30,07h 30m,3000.0,36 Seats available,0.0,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - FZG0007,Ordinary Non AC Seater 2+3,16:30,00:30,08h 00m,409.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
UPSRTC - VKS0005,Janrath AC Seater 2+3,20:00,04:00,08h 00m,506.0,43 Seats available,3.1,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
UPSRTC - BLY0094,Janrath AC Seater 2+2,22:01,05:01,07h 00m,589.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
UPSRTC - PLB0044,Ordinary Non AC Seater 2+3,22:45,05:00,06h 15m,402.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
UPSRTC - BLY0096,Janrath AC Seater 2+2,23:03,06:01,06h 58m,589.0,33 Seats available,3.1,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
Samay Shatabdi Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:00,02:45,06h 45m,749.0,6 Seats available,4.4,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,03:50,08h 20m,599.0,16 Seats available,3.4,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
UPSRTC - AWD0266,Janrath AC Seater 2+3,15:00,17:30,02h 30m,288.0,48 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - GKD0137,Shatabdi AC Seater 2+2,15:32,18:41,03h 09m,383.0,37 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - AWD0267,Janrath AC Seater 2+3,16:00,18:30,02h 30m,288.0,44 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - AYD0030,Ordinary Non AC Seater 2+3,16:02,19:00,02h 58m,197.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - GKD0139,Shatabdi AC Seater 2+2,17:02,20:33,03h 31m,383.0,37 Seats available,3.5,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - AYD0041,Ordinary Non AC Seater 2+3,17:02,20:30,03h 28m,233.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - DOR0016,Janrath AC Seater 2+2,18:45,21:36,02h 51m,288.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - DOR0004,Rajdhani Non AC Seater 2+3,20:40,23:36,02h 56m,233.0,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - AKP0189,Ordinary Non AC Seater 2+3,21:46,23:22,01h 36m,196.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - BTR0027,Ordinary Non AC Seater 2+3,22:10,02:10,04h 00m,230.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - STD0374,Ordinary Non AC Seater 2+3,22:15,01:39,03h 24m,213.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - VKS0007,Janrath AC Seater 2+3,23:00,02:00,03h 00m,300.0,48 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - AYD0060,Ordinary Non AC Seater 2+3,23:02,02:30,03h 28m,233.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - AKP0218,Ordinary Non AC Seater 2+3,23:41,03:02,03h 21m,200.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Samay Shatabdi Travels Pvt Ltd,NON A/C Sleeper (2+1),23:45,02:30,02h 45m,499.0,25 Seats available,3.8,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,02:55,02h 56m,500.0,8 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Shatabdi Travels Gorakhpur,AC Sleeper (2+1),23:46,03:31,03h 45m,649.0,17 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Panwar Travels,A/C Seater / Sleeper (2+1),21:30,01:30,04h 00m,2500.0,32 Seats available,2.8,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),23:30,03:00,03h 30m,1499.0,47 Seats available,1.2,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
UPSRTC - FZG0017,Ordinary Non AC Seater 2+3,15:30,18:00,02h 30m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0030,Ordinary Non AC Seater 2+3,15:40,17:30,01h 50m,142.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0044,Ordinary Non AC Seater 2+3,16:00,19:00,03h 00m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0042,Ordinary Non AC Seater 2+3,16:05,19:00,02h 55m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BRH0019,Ordinary Non AC Seater 2+3,16:15,18:20,02h 05m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - FZG0022,Ordinary Non AC Seater 2+3,16:30,19:00,02h 30m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - AKP0196,Ordinary Non AC Seater 2+3,17:00,20:15,03h 15m,181.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0048,Ordinary Non AC Seater 2+3,17:00,19:30,02h 30m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - AYD0056,Ordinary Non AC Seater 2+3,17:22,20:00,02h 38m,181.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - FZG0019,Ordinary Non AC Seater 2+3,18:00,20:30,02h 30m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0050,Ordinary Non AC Seater 2+3,18:00,20:30,02h 30m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0046,Ordinary Non AC Seater 2+3,18:02,21:00,02h 58m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - SLP0047,Rajdhani Non AC Seater 2+3,18:30,20:30,02h 00m,142.0,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0033,Ordinary Non AC Seater 2+3,19:15,21:30,02h 15m,142.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0021,Ordinary Non AC Seater 2+3,19:30,22:50,03h 20m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - MHB0052,Ordinary Non AC Seater 2+3,19:30,21:49,02h 19m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0019,Ordinary Non AC Seater 2+3,19:50,22:15,02h 25m,142.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0024,Ordinary Non AC Seater 2+3,20:30,23:30,03h 00m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - AKP0065,Ordinary Non AC Seater 2+3,21:15,23:15,02h 00m,142.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - JHD0026,Ordinary Non AC Seater 2+3,21:30,01:01,03h 31m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - BLP0097,Ordinary Non AC Seater 2+3,23:30,02:30,03h 00m,146.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - AKP0219,Ordinary Non AC Seater 2+3,23:59,02:47,02h 48m,183.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
RSRTC - 193674,Express Non AC Seater 2+3,19:40,22:00,02h 20m,130.0,42 Seats available,3.6,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Jai Shrinath Ji Ki ® Travels,Bharat Benz A/C Sleeper (2+1),18:30,21:05,02h 35m,300.0,24 Seats available,3.4,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Babu Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:45,21:15,02h 30m,700.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,23:55,02h 25m,648.0,16 Seats available,4.0,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),18:30,21:30,03h 00m,699.0,19 Seats available,2.9,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
UPSRTC - UNO0030,Ordinary Non AC Seater 2+3,15:40,19:55,04h 15m,371.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - UNO0004,Ordinary Non AC Seater 2+3,16:00,20:35,04h 35m,371.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0023,Ordinary Non AC Seater 2+3,16:35,23:37,07h 02m,356.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0074,Ordinary Non AC Seater 2+3,17:05,19:20,02h 15m,371.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - UNO0005,Ordinary Non AC Seater 2+3,17:30,21:40,04h 10m,371.0,52 Seats available,1.0,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0079,Ordinary Non AC Seater 2+3,18:05,21:40,03h 35m,371.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0035,Ordinary Non AC Seater 2+3,18:32,23:40,05h 08m,371.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - HDD0038,Ordinary Non AC Seater 2+3,18:33,22:26,03h 53m,356.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
